x1,y1,x2,y2,x3,y3,x4,y4
0.9999915179998825,0.9999999425748474,0.9999848270057198,0.99999999966039,0.9999732972947865,0.9999999999990402,0.9999537654596199,0.9999999999999987
0.9999936969819436,0.9999999599346667,0.9999888839031019,0.9999999997828951,0.9999806894727552,0.9999999999994428,0.9999669563524238,0.9999999999999993
0.999995335330159,0.9999999721621422,0.9999918945803365,0.9999999998618797,0.9999861108483811,0.9999999999996783,0.9999765288979183,0.9999999999999997
0.9999965619388702,0.9999999807379625,0.999994117817396,0.9999999999125534,0.9999900643345708,0.9999999999998153,0.9999834308938957,0.9999999999999998
0.9999974763745253,0.9999999867270659,0.9999957514663755,0.9999999999449033,0.9999929310500764,0.9999999999998945,0.9999883753210075,0.9999999999999999
0.999998155183433,0.9999999908918764,0.9999969459580212,0.9999999999654535,0.9999949979650279,0.9999999999999402,0.9999918945803365,1.0
0.999998656935521,0.999999993775748,0.9999978150362795,0.9999999999784436,0.9999964797809604,0.9999999999999662,0.999994383326341,1.0
0.9999990262345098,0.9999999957641487,0.9999984442324226,0.9999999999866142,0.9999975361108162,0.999999999999981,0.9999961319803767,1.0
0.9999992968884304,0.9999999971292947,0.9999988975103965,0.9999999999917281,0.9999982848636702,0.9999999999999895,0.9999973527148986,1.0
0.9999994944023926,0.9999999980625526,0.9999992224439632,0.9999999999949131,0.9999988125928008,0.9999999999999941,0.9999981994207696,1.0
0.9999996379277223,0.9999999986978416,0.9999994542239516,0.9999999999968868,0.999999182435701,0.9999999999999968,0.9999987829168302,1.0
0.9999997417777412,0.9999999991284559,0.9999996187401605,0.999999999998104,0.9999994401610548,0.9999999999999982,0.999999182435701,1.0
0.9999998166001834,0.9999999994190942,0.9999997349366069,0.9999999999988509,0.9999996187401605,0.999999999999999,0.9999994542239516,1.0
0.9999998702791881,0.9999999996144222,0.9999998166001834,0.9999999999993069,0.9999997417777412,0.9999999999999994,0.9999996379277223,1.0
0.999999908625562,0.9999999997451365,0.9999998737106022,0.999999999999584,0.999999826068228,0.9999999999999997,0.9999997612948558,1.0
0.9999999359022366,0.9999999998322388,0.9999999134529652,0.9999999999997515,0.9999998834868785,0.9999999999999999,0.9999998436090798,1.0
0.9999999552221785,0.9999999998900329,0.9999999409726483,0.9999999999998523,0.9999999223789467,0.9999999999999999,0.9999998981778683,1.0
0.9999999688481503,0.999999999928217,0.9999999599346667,0.9999999999999126,0.9999999485730018,1.0,0.999999934120324,1.0
0.9999999784173679,0.9999999999533377,0.9999999729356769,0.9999999999999486,0.9999999661149601,1.0,0.9999999576418334,1.0
0.999999985109009,0.9999999999697937,0.9999999818056239,0.9999999999999699,0.999999977796149,1.0,0.9999999729356769,1.0
0.9999999897684749,0.9999999999805279,0.9999999878272855,0.9999999999999825,0.999999985530603,1.0,0.9999999828157942,1.0
0.9999999929991025,0.9999999999875,0.9999999918951181,0.9999999999999898,0.9999999906228084,1.0,0.9999999891574339,1.0
0.9999999952295135,0.9999999999920092,0.9999999946295127,0.9999999999999941,0.9999999939564261,1.0,0.9999999932016566,1.0
0.9999999967628245,0.9999999999949131,0.9999999964585,0.9999999999999967,0.9999999961264241,1.0,0.9999999957641487,1.0
0.999999997812422,0.9999999999967751,0.9999999976758391,0.9999999999999981,0.9999999975309718,1.0,0.999999997377333,1.0
0.9999999985278446,0.9999999999979642,0.9999999984820783,0.9999999999999989,0.9999999984349278,1.0,0.9999999983863525,1.0
0.9999999990134123,0.9999999999987201,0.9999999990134123,0.9999999999999993,0.9999999990134123,1.0,0.9999999990134123,1.0
