w,p1,p2
-0.5,0.03083314662061849,0.032611652475464825
-0.4949748743718593,0.03147669804661343,0.033030486999554534
-0.4899497487437186,0.03299094433423972,0.03325031297596145
-0.4849246231155779,0.03477319184071647,0.03321487363067299
-0.4798994974874372,0.03612243134961591,0.03295947638020748
-0.4748743718592965,0.036510966922875775,0.03259373262640145
-0.46984924623115576,0.03579570921794971,0.03225785221711848
-0.4648241206030151,0.03428557746900173,0.03207742975545305
-0.45979899497487436,0.032633724631666555,0.03213176970988923
-0.4547738693467337,0.03158935117299567,0.03243604028398771
-0.44974874371859297,0.03169922331852009,0.03293249736001375
-0.44472361809045224,0.03307234054286121,0.03349181938066543
-0.4396984924623116,0.035302409855027715,0.03393435527405252
-0.43467336683417085,0.037587180978667215,0.034080236138912236
-0.4296482412060302,0.03901058124696734,0.03381770304807037
-0.42462311557788945,0.03888964518234162,0.033153272615663615
-0.41959798994974873,0.03705791598838742,0.032209019546246165
-0.41457286432160806,0.03397336223714936,0.03117017853061998
-0.40954773869346733,0.030598216053429824,0.03022044480271474
-0.40452261306532666,0.02808065313715621,0.02949848110649645
-0.39949748743718594,0.02734444455624406,0.029082458246333074
-0.3944723618090452,0.028733927257689515,0.02899114716529327
-0.3894472361809045,0.03185053421497736,0.029189073192614278
-0.3844221105527638,0.03565468336314072,0.02959162805275701
-0.37939698492462315,0.038812984035620786,0.030075319258940095
-0.3743718592964824,0.04017813610202718,0.030501965620539896
-0.3693467336683417,0.039231761330091396,0.03075761221329256
-0.364321608040201,0.03632208962004854,0.030790108886148432
-0.3592964824120603,0.03259233091655073,0.030621876702036768
-0.35427135678391963,0.029602656877348338,0.0303298177149271
-0.3492462311557789,0.028762945297396293,0.030007647404091835
-0.3442211055276382,0.03077360896633236,0.02973298371055238
-0.33919597989949746,0.035286042510446404,0.02955116350309427
-0.3341708542713568,0.040931945800257837,0.029475194331001976
-0.3291457286432161,0.04574814858826429,0.029495037554911504
-0.3241206030150754,0.047879597400815516,0.029588441357436577
-0.31909547738693467,0.04632774771429461,0.029728290785554872
-0.31407035175879394,0.04146876653901284,0.029887451901083415
-0.30904522613065327,0.035118040201806075,0.03004552603968728
-0.30402010050251255,0.030055654790474083,0.030196327724603247
-0.2989949748743719,0.029112228250650237,0.03034770045787685
-0.29396984924623115,0.03408645172784285,0.03050921363778278
-0.2889447236180904,0.04486437940984382,0.030674576391984596
-0.28391959798994976,0.059094252562803685,0.030811639350154022
-0.27889447236180903,0.07263215266180839,0.030870189820263193
-0.27386934673366836,0.08074531947592435,0.03080860086328396
-0.26884422110552764,0.07980611113631154,0.030627129210122304
-0.2638190954773869,0.06900901831622705,0.03038855731280785
-0.25879396984924624,0.05156480608233614,0.030218646673098294
-0.2537688442211055,0.034906577698487755,0.03029871696299113
-0.24874371859296485,0.02967337900294785,0.030867724664498247
-0.24371859296482412,0.047562795186215326,0.032247628138165875
-0.2386934673366834,0.09847731423962018,0.03491427556295194
-0.23366834170854273,0.18763429018908606,0.039666483605629986
-0.228643216080402,0.31338990592129967,0.048031296701468905
-0.22361809045226128,0.46641003234579054,0.06332219601452743
-0.2185929648241206,0.6305258658222292,0.09378084236015873
-0.21356783919597988,0.7852105516698636,0.16322022737217912
-0.2085427135678392,0.9092074435318854,0.34721244303006604
-0.20351758793969849,0.9845380830312911,0.7916971176394852
-0.19849246231155776,1.0,1.0
-0.1934673366834171,0.9533647395808467,0.5198040341740559
-0.18844221105527637,0.8517815539163577,0.22709632153901954
-0.1834170854271357,0.7103075017879797,0.1171611213957642
-0.17839195979899497,0.5489151793838898,0.07199600572842259
-0.17336683417085424,0.3886674807190267,0.05055901650965217
-0.16834170854271358,0.24791314721423754,0.03924606743782806
-0.16331658291457285,0.13931252111066017,0.032926834246740186
-0.15829145728643218,0.06826914920738487,0.029400232232664122
-0.15326633165829145,0.03298602817940213,0.027610809897093684
-0.14824120603015073,0.02597946052938748,0.026984690637853085
-0.14321608040201006,0.03656492860394724,0.02713788319233857
-0.13819095477386933,0.05365155276961642,0.02773299931936843
-0.13316582914572866,0.0681777933376867,0.02843052322871244
-0.12814070351758794,0.07467817945229159,0.028926879941039877
-0.12311557788944721,0.07173651783312862,0.029041813689614594
-0.11809045226130654,0.061379563629757494,0.028776203793593188
-0.11306532663316582,0.04771882854836341,0.028288383752314163
-0.1080402010050251,0.03529743452005689,0.027812471031546254
-0.10301507537688442,0.027615951446072116,0.02757470269849175
-0.0979899497487437,0.026204564626807772,0.027735349767669545
-0.09296482412060303,0.030418304951623183,0.02835092451109801
-0.0879396984924623,0.03791522232711889,0.029350426280450665
-0.08291457286432158,0.045593797715700705,0.030539221210247484
-0.07788944723618091,0.05066127851866854,0.0316512026778034
-0.07286432160804018,0.05150016209339063,0.03244183601370558
-0.06783919597989951,0.0480887796214726,0.0327742385810696
-0.06281407035175879,0.04188259810058775,0.03264863340814107
-0.05778894472361806,0.03522971053957609,0.03217007491273938
-0.05276381909547739,0.030529625044654004,0.03149045993945032
-0.04773869346733667,0.029412385530051176,0.030762525832049997
-0.042713567839196,0.03219878511469635,0.030119461224600814
-0.03768844221105527,0.037809173390090996,0.029671104513958216
-0.03266331658291455,0.04414646100705878,0.02949759815690137
-0.027638190954773878,0.04882995341468063,0.029626371676465892
-0.022613065326633153,0.05004409609141659,0.030001247723533644
-0.017587939698492483,0.047223705306157666,0.030479471597389698
-0.012562814070351758,0.041339165643460955,0.03088392825257544
-0.007537688442211032,0.03466204112329272,0.03108385078186022
-0.0025125628140703626,0.03005220068579961,0.031042742711623966
0.002512562814070307,0.029966273074817154,0.030806014468675584
0.007537688442211032,0.03549620474783319,0.03045458974283541
0.012562814070351758,0.04576931353676879,0.03006378659082456
0.017587939698492483,0.05796337683559356,0.02968569672913378
0.022613065326633208,0.06802604408326399,0.029351407837011262
0.027638190954773822,0.07197776602550046,0.029080815023928983
0.03266331658291455,0.06747910560484927,0.028892201663059842
0.03768844221105527,0.05521635877643827,0.028815467333002068
0.042713567839196,0.039648535331627974,0.028916369047849163
0.047738693467336724,0.028779471531497573,0.029327039618769424
0.05276381909547745,0.032850509843812534,0.030273170060075415
0.05778894472361806,0.06213760722890363,0.03210882092447977
0.06281407035175879,0.12430671919875459,0.03540102664132943
0.06783919597989951,0.22195615861125914,0.04114754361544968
0.07286432160804024,0.3509976703866508,0.05132886159061269
0.07788944723618096,0.5003799850749642,0.07041103732022938
0.08291457286432158,0.653365942204862,0.10995625344798234
