w,p1,p2
0.0879396984924623,0.7902045133454976,0.20425638563434612
0.09296482412060303,0.891684925742614,0.4543538168041325
0.09798994974874375,0.9428152807753197,0.9175655289001475
0.10301507537688448,0.9358015664453788,0.8216092295656868
0.1080402010050251,0.8716391130059306,0.3712989242040305
0.11306532663316582,0.7599387035297224,0.16925396621689265
0.11809045226130654,0.6170182729057003,0.09388132086906589
0.12311557788944727,0.4626954654435651,0.06175608307600426
0.128140703517588,0.3165132410325244,0.04611444300223046
0.1331658291457286,0.19424499024602213,0.03785961807953605
0.13819095477386933,0.1054302884668964,0.03343065482709602
0.14321608040201006,0.052416008147501976,0.031236365200143053
0.14824120603015079,0.030995793920209253,0.030464499073759442
0.1532663316582915,0.032355627346341106,0.030617966258584612
0.15829145728643212,0.045743810446950646,0.03130888648337665
0.16331658291457285,0.061160221137571025,0.03217571481798183
0.16834170854271358,0.07142454544055647,0.032891727619218276
0.1733668341708543,0.07320682780548696,0.03323838550254223
0.17839195979899503,0.06691511358265491,0.03317547862058155
0.18341708542713564,0.055643615877836505,0.032833735458448574
0.18844221105527637,0.04360708005168252,0.03242757039590817
0.1934673366834171,0.03456939478093255,0.032154525424395806
0.19849246231155782,0.0307071000224564,0.03213533954849532
0.20351758793969854,0.03216483786383548,0.032397288021357995
0.20854271356783916,0.03732421942198914,0.032880303181747006
0.21356783919597988,0.043593858473435686,0.03345416168737196
0.2185929648241206,0.0483972576031036,0.03394893818958326
0.22361809045226133,0.05001743579927473,0.034201915226940216
0.22864321608040206,0.04804621194298976,0.034110215078649246
0.23366834170854267,0.04334335642725961,0.03366417430526305
0.2386934673366834,0.03758024506670268,0.032942022129100405
0.24371859296482412,0.03256939374870824,0.03207135400383514
0.24874371859296485,0.029629017264238475,0.031182490701577897
0.25376884422110557,0.029192791137683513,0.0303761122903424
0.2587939698492463,0.03077030348067068,0.02971179848385302
0.2638190954773869,0.03323394026780634,0.029212130861378267
0.26884422110552764,0.035298671759698405,0.02887412187493514
0.27386934673366836,0.0360073856274914,0.028681785322690407
0.2788944723618091,0.03504964841936629,0.028616199924645317
0.2839195979899498,0.032815284721657186,0.028661151037023647
0.2889447236180904,0.030186114922259286,0.028803852483740518
0.29396984924623115,0.028162141254362675,0.029031654020809254
0.2989949748743719,0.027470647447866463,0.029326710377882332
0.3040201005025126,0.028302545587531935,0.02966107512714986
0.3090452261306533,0.030264946533967375,0.029994710025353383
0.31407035175879394,0.03255507695999416,0.030278462037082322
0.31909547738693467,0.034279776754629045,0.030462739004290727
0.3241206030150754,0.034795586504503415,0.030510194644194973
0.3291457286432161,0.033942864530281405,0.03040810198899142
0.33417085427135684,0.032091708280874466,0.03017516406166361
0.33919597989949746,0.029989652723685443,0.02985957625204308
0.3442211055276382,0.028473967689075785,0.029529161653381427
0.3492462311557789,0.028158570774824025,0.029257501692606096
0.35427135678391963,0.029211061803625284,0.02911017997496188
0.35929648241206036,0.03129872231634598,0.029133095546309815
0.364321608040201,0.03371825923452974,0.029342540486140684
0.3693467336683417,0.03565673086438901,0.029716541300172546
0.3743718592964824,0.03648499084784654,0.030189730129977835
0.37939698492462315,0.0359761833872615,0.030658254462035017
0.3844221105527639,0.03437238905456274,0.031001978562059503
0.3894472361809045,0.03228018366876919,0.031122836147974235
0.3944723618090452,0.030438858928070807,0.030983518496770716
0.39949748743718594,0.029450231272663177,0.03062457063496652
0.40452261306532666,0.029570285662069155,0.030150690917198835
0.4095477386934674,0.03063707454013634,0.029697162512701412
0.414572864321608,0.032156709483778495,0.029395141196526326
0.41959798994974873,0.033509933579688816,0.029346589611751104
0.42462311557788945,0.03419772911090358,0.02960803350548154
0.4296482412060302,0.03403172870726011,0.030177581404116874
0.4346733668341709,0.03319803426747786,0.03098398058431199
0.4396984924623115,0.03217235175085909,0.03188614806692845
0.44472361809045224,0.03152134060639493,0.03269766813393381
0.44974874371859297,0.03166829843780628,0.03324137270216179
0.4547738693467337,0.03271460354686484,0.03341405280826602
0.4597989949748744,0.03438684384900334,0.033224164623771535
0.46482412060301503,0.036131441054392095,0.032780428800947406
0.46984924623115576,0.03732198687700997,0.03224393788239829
0.4748743718592965,0.03750081245049676,0.03177482968258566
0.4798994974874372,0.03656212735622859,0.03149499700002963
0.48492462311557794,0.03480501730363032,0.03146939204156504
0.48994974874371866,0.03283313669535317,0.031698768361447534
0.4949748743718593,0.031336063637998325,0.032119165590579916
0.5,0.030833146620618482,0.03261165247546482
