x,U1,U2
0,-0.0013061021854047466,0.00012697337619342643
1,-0.0004236838352370945,0.00044501088079489695
2,-0.00018077978837018082,0.0010026027144833566
3,0.002331600845180659,0.001192056106293964
4,-0.0007195357952668429,-0.0003823962838501895
5,-0.0017601857120989241,0.0017931501099962643
6,-0.00011199928989953509,-0.0004999200466369555
7,0.0006478260980344699,-0.0005002988382635221
8,0.00010593467017867372,0.000846926493075705
9,-2.702969605675968e-05,-0.0007044806395467778
10,-0.0011473513166902947,-0.00018357178056759184
11,0.001530147625338636,-0.00014891577431454153
12,0.0002666810032170707,-0.00012823458967601995
13,0.0005382645498683907,-0.0010489945929420055
14,0.0010889058410336965,-0.00038299978398999876
15,0.0005366189029527553,-0.0006724969827653444
16,0.0016195109842176718,-0.0007331619821121586
17,0.0006092373976848662,-0.0007479524477567744
18,0.00103026046645443,8.851079911793299e-05
19,-0.00046240582574264726,0.000294635402809391
20,-0.00028007874932461604,-0.0006541921480085534
21,0.0001016430287990528,-0.0015939457274156156
22,-0.00014462377166276505,0.0008878453647180475
23,-0.0016970014523200751,0.0015348091183352583
24,-0.0008367733879574436,0.0016393786140781687
25,0.0009759352629496142,-0.0008806997675793255
26,-0.00046532393378856667,-0.0011595856748265773
27,-0.0011371706771814143,0.0005059143779800098
28,9.504382220386047e-05,-0.0001256374947404625
29,0.0017494473445883495,0.001270704790325601
30,0.0006940342454795067,0.00041684636465332307
31,0.0003925993588335881,0.0006318382936842762
32,-0.0006906401353346726,-0.0003450515285192168
33,-0.000697173684206952,0.0017032022518620655
34,0.0005913560160935164,-0.0004678689269382721
35,-0.000984845483370353,-0.001170873450775007
36,-0.00026302253069202056,-0.0011408842176362578
37,0.0010160447361070835,0.0024472669213865903
38,-0.0014279539219874046,-0.0007683288831807244
39,0.0008804134913750619,0.0009413140052625284
40,0.0007588979016803992,-0.000429807345642266
41,4.9151811306485126e-05,0.0002408574967161726
42,-0.0005740740465509326,-0.0006795512802341284
43,0.0010029973167352676,-0.000545622154850481
44,-0.0015628454641825745,0.00043605821509469956
45,-0.0014076154169523133,-8.817200738604517e-05
46,-0.00029028127630587334,0.0014537495568546438
47,-0.0012231355857040963,0.0007248365344447121
48,-0.0013613005631478504,-0.0008221198350859346
49,-0.0011082333012791203,0.0004969799119920205
50,-0.0002403089867800069,-0.0003670132330685305
51,-0.0015769501683810846,-0.00014077942940316095
52,-0.00010796695138759764,0.0008317464757723174
53,-4.774767552822662e-05,-0.00024160999552261044
54,0.001388131464405087,0.00168627757522365
55,0.00017343597365566417,-0.001254929883244629
56,-0.0010087816378513412,0.0006209116018398222
57,0.0003279224811000403,0.0007378590579200367
58,0.0007269957882513222,-0.002439582297094557
59,-0.0015691599937458552,0.00028111668982320185
60,-0.001063304217340195,-0.00021395597423150539
61,0.0005434173792388494,-0.0007668549998365456
62,-0.000604484990155671,-0.00031600548294339297
63,0.0005445100933676717,0.0007548395770346606
64,-7.69140570311674e-05,0.0006251324844024755
65,0.0014631498069645886,-5.310048371439329e-05
66,-0.0002647101982352276,0.0003083691929047951
67,0.00042302114691362427,-0.00027629742801033984
68,0.0002278837648208659,-0.000379978192506892
69,-0.0005935896552313827,0.0015225466300635394
70,-0.0019157472424355055,0.00035896667887352907
71,0.00025416945079412783,-0.0001660436375913227
72,-0.0005283109399579853,0.000208746869792965
73,0.0009811091481749135,0.0006873475533749825
74,-0.0001698204278753455,-0.00041462173095328244
