x,R1,R2
0,-0.09033430027646815,0.11255077738561049
1,-0.09369269376631857,0.2014043893115417
2,-0.0698549697701547,0.11856621659367779
3,0.27736873954750374,0.1073169368700602
4,-0.11302308617712827,-0.03117918547143234
5,-0.22042190477275572,0.11440151909456464
6,0.0011423293866597486,0.01209694748789952
7,0.07895344172205765,-0.14826882446329234
8,-0.069172756215072,0.021861101476943763
9,0.07899299914262489,-0.10869593753597981
10,-0.1044614536166364,-0.08944003651701068
11,0.014616573390699918,0.012483973893904798
12,-0.07796162246865013,0.007689440617946264
13,0.058355586838511386,-0.07700597473737099
14,0.23207713236189018,-0.11624382636808439
15,-0.006821863007841029,-0.05499336114760873
16,0.08375796965114539,-0.06635837643497158
17,0.130178625261423,-0.03328045363727197
18,-0.042119672178892176,-0.07277784410452473
19,-0.00963427133956037,-0.03613691214832709
20,0.007586260472254557,-0.04611847823790518
21,0.010748139746353696,-0.17034084492910564
22,-0.018715625385228488,0.15209314421520598
23,-0.12516198768607129,0.10434856307422952
24,-0.06751336097348233,0.14534577949867183
25,0.08758995241540485,-0.08334882984237171
26,0.06668965014123529,-0.14332959104032067
27,-0.15030257857522594,0.04149582326917189
28,0.1044133645851625,0.016072401468474815
29,0.05613900223748262,0.027783158705356706
30,-0.05640156494391891,-0.022434838826290784
31,0.13795382876775825,0.038528199751580304
32,-0.03917941049472593,-0.04048978874543927
33,-0.07539595703596645,0.12354285618426625
34,-0.012816317204225583,0.033173879868383535
35,-0.07403053709182063,0.11052667875261481
36,0.056671512615546545,-0.08939743218930633
37,0.07500994802798651,0.19342556458327437
38,-0.04142524854730398,0.0928271330584076
39,0.05272386598011459,0.12031651023935035
40,0.07276967666026549,-0.035032623185020685
41,0.07955094917054897,0.10628437444103492
42,-0.15967083473203067,-0.06608988032550515
43,-0.07915078776409216,-0.07434669956231976
44,-0.08666994050441697,-0.017023847701793566
45,-0.13688626617402117,0.009576063296551933
46,0.07519842858945534,0.15808905970857706
47,-0.12000816637579834,0.10673817693817474
48,-0.13408674073601703,0.012120939986186918
49,0.010380656295162313,-0.037878251350357946
50,-0.04144226689077773,-0.15903877710653647
51,-0.16368368142895162,0.006634214421489439
52,0.06155262956747471,0.04196745451053833
53,-0.035406952465231,0.02100196919332132
54,0.12052796240283671,0.007476133477509201
55,-0.04721780568686896,-0.1586369863278041
56,-0.10448811371996619,0.020173927416291624
57,0.04582863491186989,0.06969467787754523
58,-0.010177361164279876,-0.23996607900673442
59,-0.09031727395490276,0.09129546591791128
60,-0.10822455426382527,-0.07683339230164186
61,0.043101286015394265,-0.07734398616726491
62,-0.06681273360510939,0.15827533952884035
63,0.04656304916230574,0.07256555141391081
64,0.012526660967100572,0.07623556508882036
65,0.06624906502292563,-0.010534156495289463
66,-0.08801380188489309,-0.014537299638084986
67,0.02695159143214666,0.05045428103780225
68,0.010571787072094444,-0.0180456651419619
69,-0.09659512325124076,0.21892886010429158
70,-0.12703655724143073,0.04552250876727374
71,0.023415270074583893,0.026096004428361134
72,0.05343385688016851,0.11029543353411125
73,0.04268342137765708,-0.006668749103791454
74,-0.08126920815813635,-0.04429487033175179
75,-0.12926907971727677,0.02010898114249505
76,0.05064819452765875,0.09872498220488708
77,0.0868917096871285,-0.27909633335499734
78,-0.11188368440174505,0.06722656318433701
79,-0.1123281810607466,0.034660712818310485
80,0.17652359274378146,-0.05579159432813015
81,0.15548974854314387,-0.159129899080658
82,-0.022452648165067084,0.07613980419633212
83,0.0022505377106499754,-0.2443483300997593
84,0.06361182989557289,-0.05489897187986987
85,-0.11496339597072996,0.021523106350322938
86,-0.034791444237371,0.033228789535335486
87,0.01849940161722621,0.02281516108391127
88,-0.16258049903538896,-0.04573127822936469
89,0.08383761771387307,0.019842867936056094
90,0.10136054028012323,-0.05251441934240438
91,0.08362765908284293,-0.04850801633032646
92,0.12282015019117733,-0.08059569153246425
93,0.04604733344959084,-0.04130705605971254
94,0.005608344672068543,-0.08379573166578151
95,-0.11998029681399665,-0.09221780242115564
96,0.25056168936749906,-0.06590126713794581
97,-0.024583851143400164,-0.16888493911570418
98,-0.005597250720142155,-0.0020072685110593203
99,-0.16396065198381019,0.06276588299784244
100,-0.030290178153323695,-0.019209958406994253
101,0.07343669387360682,0.01918570637196413
102,0.00962724221305371,-0.193229701998519
103,-0.019502684036595885,-0.10138957275410881
104,0.06505808059455168,0.10739975055413319
105,0.08734398504641704,-0.024513432456340096
106,0.019581303607497894,-0.04024042613583044
107,0.033174023574210204,-0.08651949600687651
108,0.06364913856047233,0.09042713372528045
109,-0.1016288258978708,0.07921711447232256
110,0.03773357696030411,0.11506600664268404
111,-0.0390238257161973,-0.0469940786515014
112,-0.08341417225470872,0.09627217032297226
113,0.06409568578838462,-0.11889802134282786
114,-0.17916820135425784,0.06942625938765526
115,-0.044284131176897036,0.1659304777824653
