f,p1,p2,p3
-0.5,0.16345740931441977,0.16436858978064772,0.009740437861633177
-0.49874843554443055,0.16387199953567705,0.1647029349570282,0.009741171020489447
-0.4974968710888611,0.16412388027292926,0.16481087250533513,0.009742427967823894
-0.49624530663329164,0.16419713111870468,0.16468290287632753,0.009744116587002308
-0.49499374217772213,0.16408277936972968,0.16432324350299365,0.009746102882580885
-0.4937421777221527,0.16377955833363408,0.16374928530131896,0.00974822305073334
-0.4924906132665832,0.1632942530216224,0.16298987970389195,0.009750298442956168
-0.49123904881101377,0.16264157728550704,0.16208270463567662,0.009752151995505616
-0.4899874843554443,0.16184356015811857,0.16107107069541096,0.009753624538306518
-0.48873591989987486,0.16092845778299827,0.16000056431769774,0.009754589392247208
-0.4874843554443054,0.15992924747875717,0.15891588680414234,0.009754963821880167
-0.4862327909887359,0.15888179839044025,0.15785815937947162,0.009754716222266667
-0.48498122653316644,0.15782284502714142,0.15686285521627125,0.009753868354567399
-0.483729662077597,0.156787912331793,0.1559584170018906,0.00975249245747724
-0.48247809762202754,0.15580935107326677,0.15516554053163764,0.009750703591325922
-0.4812265331664581,0.15491463864073723,0.1544970568844894,0.009748648056369456
-0.4799749687108886,0.15412508237371778,0.15395832453703395,0.00974648911120102
-0.4787234042553192,0.15345503136721353,0.15354803955359728,0.009744391461178508
-0.47747183979974966,0.15291166057727623,0.15325937666279954,0.009742506070021237
-0.4762202753441802,0.15249534151483563,0.15308137812575728,0.009740956770404022
-0.47496871088861076,0.15220056122999642,0.15300050574221227,0.009739829929027409
-0.4737171464330413,0.1520173005165181,0.15300226312103943,0.009739168088166066
-0.47246558197747185,0.15193273820015232,0.1530727832720582,0.009738968095959494
-0.4712140175219024,0.15193311546377966,0.15320026619755997,0.009739183791192263
-0.4699624530663329,0.15200557596096398,0.1533761489504252,0.009739732864371744
-0.46871088861076343,0.15213979625699944,0.1535959018222285,0.009740507113329492
-0.467459324155194,0.15232923764801967,0.1538593709792927,0.009741384983546703
-0.4662077596996245,0.1525718837064542,0.15417062780059637,0.009742245062003387
-0.46495619524405507,0.1528703754029221,0.15453733237268624,0.009742979102886353
-0.4637046307884856,0.1532315133230439,0.15496966499996995,0.009743503217888094
-0.46245306633291616,0.15366515917539406,0.15547891765177096,0.00974376606292257
-0.46120150187734665,0.1541826306518041,0.15607586231891424,0.009743753180121972
-0.4599499374217772,0.15479473879992758,0.15676902471658336,0.009743487075636263
-0.45869837296620775,0.1555096598789511,0.1575629928547456,0.009743023083336555
-0.4574468085106383,0.1563308596431769,0.15845688604734925,0.00974244152806253
-0.45619524405506884,0.15725529402202643,0.15944310608169773,0.009741837106135166
-0.4549436795994994,0.1582720949043583,0.16050649114545007,0.009741306700308061
-0.45369211514392993,0.15936191381765263,0.1616239932014958,0.009740937010093303
-0.4524405506883604,0.16049704231200945,0.16276499466717634,0.009740793392441095
-0.45118898623279097,0.1616423601923548,0.16389236069120777,0.009740911174904374
-0.4499374217772215,0.16275708719544785,0.16496427826724228,0.00974129044086429
-0.44868585732165206,0.1637972370163279,0.16593685552961857,0.009741894922070362
-0.4474342928660826,0.16471860181568693,0.16676734517342312,0.009742655202859085
-0.44618272841051315,0.16548003723108992,0.1674177293172132,0.009743475982683103
-0.4449311639549437,0.16604677826387917,0.1678582870985231,0.009744246701269431
-0.4436795994993742,0.1663934994977989,0.16807069665761332,0.009744854446727336
-0.44242803504380473,0.1665068412516907,0.168050231972047,0.009745197782164065
-0.4411764705882353,0.1663871565872332,0.16780671635046998,0.00974519997589305
-0.4399249061326658,0.16604929040988592,0.1673640745461307,0.009744820128309878
-0.4386733416770964,0.1655222769011383,0.16675854366667026,0.009744060863096872
-0.4374217772215269,0.16484792908687512,0.16603580458616865,0.009742971579907469
-0.43617021276595747,0.16407838707864553,0.16524743147837606,0.009741646717775434
-0.43491864831038796,0.16327278137776016,0.16444710141759714,0.009740219003422288
-0.4336670838548185,0.16249324663403059,0.16368696228851498,0.009738848196067344
-0.43241551939924905,0.161800582222365,0.16301445286542712,0.009737706328619469
-0.4311639549436796,0.16124989321705832,0.16246974167265857,0.009736960830614455
-0.42991239048811014,0.1608865550771003,0.16208383560245304,0.009736757162504042
-0.4286608260325407,0.1607428262419693,0.16187732760320533,0.00973720267407628
-0.42740926157697123,0.16083538603528386,0.16185971298723692,0.009738353320142518
-0.4261576971214017,0.16116400439860734,0.16202920202055865,0.009740204636967344
-0.42490613266583227,0.16171146081054216,0.1623729808957823,0.00974268802591162
-0.4236545682102628,0.16244472974320037,0.16286790900900244,0.009745672934978118
-0.42240300375469336,0.1633173476539047,0.1634816722844921,0.009748975006868188
-0.4211514392991239,0.16427278057050088,0.16417442634765678,0.009752369710271026
-0.41989987484355445,0.16524853007245027,0.16490094935472807,0.009755610431162236
-0.418648310387985,0.16618065592675557,0.16561327772996487,0.009758449520521737
-0.4173967459324155,0.16700836096516217,0.1662637226812475,0.009760660425809203
-0.41614518147684604,0.167678280802647,0.16680807477877896,0.009762058826228092
-0.4148936170212766,0.16814814791141422,0.1672087206287168,0.009762520686872767
-0.41364205256570713,0.16838955396726482,0.1674373464250152,0.009761995364982557
-0.4123904881101377,0.16838961145005374,0.16747691042539903,0.009760512335038884
-0.4111389236545682,0.16815140839874837,0.16732263936196487,0.009758180708639663
-0.40988735919899877,0.16769325081711628,0.16698193255871993,0.009755181441608467
-0.40863579474342926,0.16704678669007564,0.1664732142706198,0.00975175285804198
-0.4073842302878598,0.166254195259622,0.16582392239235086,0.009748170789271501
-0.40613266583229035,0.1653646974241407,0.16506792648556728,0.009744725148061824
-0.4048811013767209,0.16443069180409042,0.16424271062320261,0.009741695082803963
-0.40362953692115144,0.16350384227676054,0.16338663632195327,0.009739324961499719
-0.402377972465582,0.16263143525621768,0.16253653328962409,0.00973780332821659
-0.40112640801001254,0.16185328993725046,0.16172577443936417,0.00973724668387254
-0.399874843554443,0.16119944587473728,0.16098289969417326,0.009737689508511267
-0.3986232790988736,0.16068877549016794,0.16033077707193988,0.00973908140607742
-0.3973717146433041,0.16032858179707507,0.15978623731307737,0.009741291655068172
-0.39612015018773467,0.16011515207717855,0.15936009028459036,0.009744120826264413
-0.3948685857321652,0.16003515474613725,0.159057423222268,0.009747318518846427
-0.39361702127659576,0.16006769683196678,0.15887808639060624,0.009750605709260635
-0.3923654568210263,0.16018680953151185,0.1588172851156421,0.00975369974998995
-0.3911138923654568,0.1603641033909299,0.15886621400904302,0.009756339748818996
-0.38986232790988734,0.16057133457553438,0.15901268689500186,0.009758309951455723
-0.3886107634543179,0.16078264872496317,0.1592417332131247,0.009759458876111921
-0.38735919899874843,0.1609763158712042,0.1595361480586812,0.00975971231732297
-0.386107634543179,0.16113583356640807,0.1598769983120172,0.009759078923773276
