x,A1,A2
0,-0.15170196338937852,0.08944021830152715
1,-0.09609203385129075,0.12527590298801666
2,0.0022428070117793786,0.14911719506719354
3,0.09178510913999036,0.15891114106526008
4,0.14935745965292344,0.15050477711719704
5,0.14933540167159498,0.13072948798084547
6,0.09250014983238555,0.09715834979005371
7,0.0019646989066748667,0.05146948840876231
8,-0.09157235611152036,0.0026125699046969856
9,-0.1504491280826283,-0.04541654092276863
10,-0.15209238720951043,-0.08832289108132114
11,-0.09288150702765571,-0.12539877047669315
12,-0.0009137559680057251,-0.14945641764814718
13,0.09177812371031498,-0.15740525407298814
14,0.14824460802323064,-0.15124575659545486
15,0.1520792402376463,-0.12976309789786566
16,0.09408307487212417,-0.09521635936458621
17,0.0011673849971000772,-0.05071463265326718
18,-0.09304887171250713,-0.00312565662053876
19,-0.15129794040755,0.04673030409429758
20,-0.15156135472254456,0.09131552137030813
21,-0.09431990243783714,0.12544642630368943
22,-0.001262062195673286,0.14981438987726617
23,0.09224043802994564,0.1589467033750228
24,0.1510998021071746,0.15167398317026778
25,0.15113614968728545,0.13007896916081024
26,0.09409642690702176,0.09458548905533166
27,0.0005320013725260016,0.05274934351010325
28,-0.09256232933427999,0.002547616746414175
29,-0.1500626572315052,-0.04475956194563188
30,-0.1509354458326872,-0.09107231423042716
31,-0.09196221878782875,-0.12724262632755579
32,-0.0006176661721775196,-0.14810082534765392
33,0.0908162641558693,-0.15804111451141664
34,0.1495724940263311,-0.15161686663161705
35,0.1512243593514478,-0.12952234837916643
36,0.09339562157550982,-0.09347076891082433
37,0.001987548430956271,-0.05176116670773583
38,-0.09304591587647781,-0.0034108385912426974
39,-0.15000623543664102,0.04625814769686963
