x,y
-0.5,0.0020042392330727825
-0.49874843554443055,0.0020347286745726087
-0.4974968710888611,0.002123017839806506
-0.49624530663329164,0.0022602142621734917
-0.49499374217772213,0.0024325391617993717
-0.4937421777221527,0.0026226891694200566
-0.4924906132665832,0.00281154383435946
-0.49123904881101377,0.0029800507084593282
-0.4899874843554443,0.003111102616392069
-0.48873591989987486,0.0031912227432624026
-0.4874843554443054,0.003211892266300648
-0.4862327909887359,0.0031703905333863463
-0.48498122653316644,0.0030700657704043487
-0.483729662077597,0.0029200102659859093
-0.48247809762202754,0.002734172443195149
-0.4812265331664581,0.002529993451682111
-0.4799749687108886,0.00232670249141634
-0.4787234042553192,0.0021434384521414477
-0.47747183979974966,0.001997382359453695
-0.4762202753441802,0.0019020839120633935
-0.47496871088861076,0.0018661462036851154
-0.4737171464330413,0.0018923974373701666
-0.47246558197747185,0.001977630526522255
-0.4712140175219024,0.002112935638609461
-0.4699624530663329,0.002284592454114394
-0.46871088861076343,0.0024754339036374496
-0.467459324155194,0.002666546809080323
-0.4662077596996245,0.0028391417402319568
-0.46495619524405507,0.0029764077606782994
-0.4637046307884856,0.0030651692172511524
-0.46245306633291616,0.0030971811897785436
-0.46120150187734665,0.003069935763304111
-0.4599499374217772,0.002986899434542813
-0.45869837296620775,0.002857157999477541
-0.4574468085106383,0.002694503692088515
-0.45619524405506884,0.0025160544164777787
-0.4549436795994994,0.002340541218189122
-0.45369211514392993,0.002186433109703956
-0.4524405506883604,0.0020700847353405448
-0.45118898623279097,0.0020040904907514287
-0.4499374217772215,0.001996008747646063
-0.44868585732165206,0.002047583697326466
-0.4474342928660826,0.0021545435308925605
-0.44618272841051315,0.002306996984225811
-0.4449311639549437,0.0024903912437171487
-0.4436795994993742,0.0026869386306551776
-0.44242803504380473,0.0028773728322504656
-0.4411764705882353,0.0030428623397352533
-0.4399249061326658,0.0031668924888614922
-0.4386733416770964,0.00323692973394408
-0.4374217772215269,0.0032457023727829595
-0.43617021276595747,0.003191968925593281
-0.43491864831038796,0.003080695190532175
-0.4336670838548185,0.0029226188139935758
-0.43241551939924905,0.0027332403854832955
