x,y
-6.0,1.0737884450930806
-5.878787878787879,1.038824248615703
-5.757575757575757,1.0050331832306452
-5.636363636363637,0.9723397575005114
-5.515151515151515,0.9406744520802547
-5.393939393939394,0.909973127260041
-5.272727272727273,0.8801764991460684
-5.151515151515151,0.8512296753518429
-5.03030303030303,0.8230817424322774
-4.909090909090909,0.7956853984290132
-4.787878787878788,0.768996624847717
-4.666666666666666,0.7429743931892416
-4.545454545454546,0.7175804018326074
-4.424242424242425,0.6927788396401255
-4.303030303030303,0.6685361731409927
-4.181818181818182,0.6448209545635732
-4.0606060606060606,0.6216036483400347
-3.939393939393939,0.5988564740096767
-3.8181818181818183,0.5765532637071225
-3.6969696969696977,0.5546693326451907
-3.5757575757575757,0.5331813611952056
-3.454545454545455,0.5120672873343521
-3.3333333333333335,0.4913062083742874
-3.2121212121212124,0.47087829101081685
-3.0909090909090913,0.4507646888437474
-2.96969696969697,0.43094746661135325
-2.8484848484848486,0.41140953046716794
-2.7272727272727275,0.39213456369970157
-2.606060606060606,0.3731069673595829
-2.484848484848485,0.35431180531473244
-2.363636363636364,0.33573475330351454
-2.242424242424242,0.31736205159925146
-2.1212121212121215,0.2991804609377902
-2.0000000000000004,0.2811772213935979
-1.8787878787878787,0.26334001391972
-1.7575757575757578,0.2456569242933074
-1.636363636363637,0.22811640923174104
-1.5151515151515151,0.21070726446500615
-1.3939393939393943,0.19341859456818816
-1.2727272727272734,0.17623978437406249
-1.1515151515151516,0.15916047179995246
-1.0303030303030307,0.14217052193552845
-0.9090909090909097,0.12526000224919814
-0.787878787878788,0.10841915878033884
-0.6666666666666671,0.09163839319296828
-0.5454545454545461,0.07490824057365847
-0.4242424242424245,0.0582193478626608
-0.3030303030303035,0.04156245281239988
-0.18181818181818257,0.024928363371781927
-0.06060606060606086,0.00830793739820587
0.060606060606060067,-0.008307937398205761
0.1818181818181818,-0.024928363371781816
0.3030303030303027,-0.04156245281239977
0.4242424242424237,-0.05821934786266069
0.5454545454545453,-0.07490824057365836
0.6666666666666663,-0.09163839319296818
0.7878787878787873,-0.10841915878033871
0.9090909090909088,-0.125260002249198
1.0303030303030298,-0.14217052193552834
1.1515151515151507,-0.15916047179995235
1.2727272727272718,-0.17623978437406226
1.3939393939393934,-0.19341859456818805
1.5151515151515151,-0.21070726446500615
1.6363636363636351,-0.22811640923174087
1.7575757575757571,-0.2456569242933073
1.8787878787878787,-0.26334001391972
1.999999999999999,-0.28117722139359763
2.1212121212121207,-0.2991804609377901
2.242424242424242,-0.31736205159925146
2.3636363636363624,-0.3357347533035143
2.4848484848484844,-0.35431180531473233
2.606060606060606,-0.3731069673595828
2.7272727272727257,-0.39213456369970145
2.8484848484848477,-0.4114095304671678
2.9696969696969697,-0.4309474666113532
3.09090909090909,-0.4507646888437471
3.212121212121211,-0.47087829101081674
3.333333333333333,-0.49130620837428735
3.4545454545454533,-0.5120672873343518
3.5757575757575752,-0.5331813611952054
3.6969696969696964,-0.5546693326451906
3.8181818181818166,-0.5765532637071221
3.9393939393939386,-0.5988564740096765
4.0606060606060606,-0.6216036483400345
4.18181818181818,-0.6448209545635729
4.303030303030302,-0.6685361731409925
4.424242424242424,-0.6927788396401254
4.545454545454544,-0.7175804018326071
4.666666666666665,-0.7429743931892415
4.787878787878787,-0.7689966248477168
4.909090909090907,-0.7956853984290129
5.030303030303029,-0.8230817424322772
5.151515151515151,-0.8512296753518427
5.272727272727271,-0.8801764991460679
5.393939393939393,-0.9099731272600406
5.515151515151515,-0.9406744520802546
5.636363636363634,-0.9723397575005109
5.757575757575756,-1.005033183230645
5.878787878787878,-1.0388242486157029
6.0,-1.0737884450930806
