w,p
-0.5,5.489146005972577e-31
-0.4949748743718593,0.0005460057773357098
-0.4899497487437186,0.0010947495691224153
-0.4849246231155779,0.0005405727760612767
-0.4798994974874372,2.793988105203702e-07
-0.4748743718592965,0.0005905452312997844
-0.46984924623115576,0.0011520841008862066
-0.4648241206030151,0.0005530021351886528
-0.45979899497487436,1.1860380515548494e-06
-0.4547738693467337,0.0006485913633550338
-0.44974874371859297,0.0012321197474287168
-0.44472361809045224,0.0005747866346855496
-0.4396984924623116,2.8810533645193054e-06
-0.43467336683417085,0.0007244188331935988
-0.4296482412060302,0.0013412237728056666
-0.42462311557788945,0.0006080177124257072
-0.41959798994974873,5.63579494818625e-06
-0.41457286432160806,0.0008244929740138585
-0.40954773869346733,0.0014892470302688423
-0.40452261306532666,0.000656075020652316
-0.39949748743718594,9.900472726528964e-06
-0.3944723618090452,0.0009588750537841367
-0.3894472361809045,0.0016917468434199745
-0.3844221105527638,0.000724425449165223
-0.37939698492462315,1.6434767275420566e-05
-0.3743718592964824,0.001143834893751068
-0.3693467336683417,0.001974174513803855
-0.364321608040201,0.0008221509836366724
-0.3592964824120603,2.6568824058691578e-05
-0.35427135678391963,0.0014070080099460628
-0.3492462311557789,0.0023802598075131133
-0.3442211055276382,0.0009650518613400908
-0.33919597989949746,4.2761281200128286e-05
-0.3341708542713568,0.0017983664690997903
-0.3291457286432161,0.0029901648605336973
-0.3241206030150754,0.0011824819678571128
-0.31909547738693467,6.990212953229352e-05
-0.31407035175879394,0.0024158822810999496
-0.30904522613065327,0.003963957369316513
-0.30402010050251255,0.0015341022263053183
-0.2989949748743719,0.00011872633756764766
-0.29396984924623115,0.0034735105870141404
-0.2889447236180904,0.005660608270706884
-0.28391959798994976,0.002157302569792974
-0.27889447236180903,0.0002162765579445339
-0.27386934673366836,0.005514859707937967
-0.26884422110552764,0.009030650320354505
-0.2638190954773869,0.003431998319573288
-0.25879396984924624,0.00044617372487116343
-0.2537688442211055,0.010278592958539551
-0.24874371859296485,0.01733832913984457
-0.24371859296482412,0.006770950717728322
-0.2386934673366834,0.0011732447174832594
-0.23366834170854273,0.026090667978197136
-0.228643216080402,0.048736970423208265
-0.22361809045226128,0.021646940363858693
-0.2185929648241206,0.005774591282658405
-0.21356783919597988,0.16145156424345963
-0.2085427135678392,0.5373891849857787
-0.20351758793969849,0.9195101668733257
-0.19849246231155776,1.0
-0.1934673366834171,0.7084191612800251
-0.18844221105527637,0.2917234430919886
-0.1834170854271357,0.039475425719069764
-0.17839195979899497,0.0055753234010946446
-0.17336683417085424,0.044026059831482535
-0.16834170854271358,0.03927704538350307
-0.16331658291457285,0.007821687088425665
-0.15829145728643218,0.0017330910791305322
-0.15326633165829145,0.015061098977536864
-0.14824120603015073,0.015156146943984422
-0.14321608040201006,0.0032309623698161143
-0.13819095477386933,0.0009295019024591929
-0.13316582914572866,0.007950416656944069
-0.12814070351758794,0.008325712786939783
-0.12311557788944721,0.0017905956271965834
-0.11809045226130654,0.000638208279274134
-0.11306532663316582,0.005231759832429273
-0.1080402010050251,0.005561216591513322
-0.10301507537688442,0.0011811682997545634
-0.0979899497487437,0.0005117351692405362
-0.09296482412060303,0.003990685282125488
-0.0879396984924623,0.004262899897338114
-0.08291457286432158,0.000885207543372313
-0.07788944723618091,0.00046178454121852065
-0.07286432160804018,0.0034227392158877167
-0.06783919597989951,0.0036583075135797226
-0.06281407035175879,0.0007385886422013148
-0.05778894472361806,0.0004616198502088939
-0.05276381909547739,0.003258062091434931
-0.04773869346733667,0.003478553181730127
-0.042713567839196,0.000680500729474241
-0.03768844221105527,0.0005083493738339546
-0.03266331658291455,0.00342775235779507
-0.027638190954773878,0.0036558642938512137
-0.022613065326633153,0.0006916164649505901
-0.017587939698492483,0.000617350246714583
-0.012562814070351758,0.00399507341079759
-0.007537688442211032,0.00426358186258092
-0.0025125628140703626,0.0007797039878492195
0.002512562814070307,0.0008335151536059412
0.007537688442211032,0.00521068255806887
0.012562814070351758,0.005588486957691588
0.017587939698492483,0.000990442640099079
0.022613065326633208,0.0012763582415303725
0.027638190954773822,0.007791959893914537
0.03266331658291455,0.008481905125951516
0.03768844221105527,0.0014702820173305943
0.042713567839196,0.002320339676346667
0.047738693467336724,0.014136943912490006
0.05276381909547745,0.016003925233113177
0.05778894472361806,0.0027907224062140245
0.06281407035175879,0.005627535627746235
0.06783919597989951,0.03627031937106171
0.07286432160804024,0.046160136118588886
0.07788944723618096,0.009036193661358778
0.08291457286432158,0.027793410477688817
0.0879396984924623,0.25589974262899545
0.09296482412060303,0.666685640682337
0.09798994974874375,0.985524334284194
0.10301507537688448,0.9450808476128915
0.1080402010050251,0.5807878348726939
0.11306532663316582,0.19058773883385607
0.11809045226130654,0.01107788824054922
0.12311557788944727,0.017232540440589143
0.128140703517588,0.04845414460192112
0.1331658291457286,0.029522103214174696
0.13819095477386933,0.0022778971606675896
0.14321608040201006,0.005333496269348178
0.14824120603015079,0.017027480486190377
0.1532663316582915,0.011536366150027682
0.15829145728643212,0.0008992814614731781
0.16331658291457285,0.0027076307473716506
0.16834170854271358,0.008836443965694265
0.1733668341708543,0.006178290709513341
0.17839195979899503,0.0004578229000762723
0.18341708542713564,0.0017099318380620076
0.18844221105527637,0.005533982770782942
0.1934673366834171,0.0038931342141006217
0.19849246231155782,0.000266763788043255
0.20351758793969854,0.0012229757892278413
0.20854271356783916,0.003876634179407592
0.21356783919597988,0.0027120257230600635
0.2185929648241206,0.00016873772763623953
0.22361809045226133,0.0009484714644640872
0.22864321608040206,0.002927220385540301
0.23366834170854267,0.0020233488215257857
0.2386934673366834,0.00011258559550711741
0.24371859296482412,0.0007789146760846493
0.24874371859296485,0.0023333825600115325
0.25376884422110557,0.0015872819134821153
0.2587939698492463,7.783519151512586e-05
0.2638190954773869,0.000667702745085739
0.26884422110552764,0.0019384468573354476
0.27386934673366836,0.0012942690716038886
0.2788944723618091,5.50663138420965e-05
0.2839195979899498,0.0005919293837569551
0.2889447236180904,0.0016641043031627222
0.29396984924623115,0.0010885194582642614
0.2989949748743719,3.948390357356048e-05
0.3040201005025126,0.0005392756986706071
0.3090452261306533,0.001467698534703599
0.31407035175879394,0.0009392160847317884
0.31909547738693467,2.8453330591865566e-05
0.3241206030150754,0.0005026705119403462
0.3291457286432161,0.0013244335763453862
0.33417085427135684,0.0008282342837042092
0.33919597989949746,2.0438183527584355e-05
0.3442211055276382,0.0004778690569120768
0.3492462311557789,0.0012191716084251414
0.35427135678391963,0.0007443777211044478
0.35929648241206036,1.4499469918391242e-05
0.364321608040201,0.00046226225305863043
0.3693467336683417,0.0011423425979056703
0.3743718592964824,0.000680462142901262
0.37939698492462315,1.0042115530367997e-05
0.3844221105527639,0.00045425525410791026
0.3894472361809045,0.0010877759649907503
0.3944723618090452,0.0006317487419851113
0.39949748743718594,6.679164671769434e-06
0.40452261306532666,0.00045293133636979373
0.4095477386934674,0.001051498326795187
0.414572864321608,0.0005950619025837282
0.41959798994974873,4.155782202567219e-06
0.42462311557788945,0.0004578706441795136
0.4296482412060302,0.0010310501403510025
0.4346733668341709,0.0005682752385488528
0.4396984924623115,2.3054933747908074e-06
0.44472361809045224,0.00046906152427530367
0.44974874371859297,0.0010251014544384888
0.4547738693467337,0.0005500076147160437
0.4597989949748744,1.0249075640346405e-06
0.46482412060301503,0.0004868755742365732
0.46984924623115576,0.0010332568290066942
0.4748743718592965,0.0005394471734140276
0.4798994974874372,2.5992097327060347e-07
0.48492462311557794,0.0005120963979535479
0.48994974874371866,0.0010559979911848108
0.4949748743718593,0.0005362611883681452
0.5,5.521231349624334e-31
