w,a1,a2,a3
-0.5,0.09090909090909091,0.047619047619047616,0.0196078431372549
-0.498998998998999,0.09085515402965792,0.04751548188178533,0.01935629991785406
-0.497997997997998,0.09069340526046221,0.04720523106378618,0.018608114319999525
-0.496996996996997,0.0904240301402081,0.04668963243982522,0.017382453693027964
-0.495995995995996,0.09004733767145805,0.045970908453968264,0.01571071838990383
-0.494994994994995,0.0895637599779745,0.04505215722694736,0.013635738550159527
-0.493993993993994,0.08897385182551312,0.04393733932279096,0.011210678465940954
-0.492992992992993,0.0882782900065838,0.04263126083072993,0.008497676515646277
-0.491991991991992,0.08747787258984091,0.04113955283400501,0.0055662554056583975
-0.49099099099099097,0.0865735180349081,0.03946864735249699,0.0024915433306013936
-0.48998998998999,0.08556626417359198,0.03762574986104612,0.0006476485032662503
-0.488988988988989,0.084457267058577,0.035618808499826585,0.003770842872020886
-0.487987987987988,0.08324779968084194,0.033456480107172525,0.006797956504081227
-0.486986986986987,0.08193925055717544,0.031148093218715114,0.009651350378132794
-0.48598598598598597,0.0805331221893114,0.028703608189569095,0.012257817937648019
-0.484984984984985,0.07903102939633952,0.02613357460851009,0.014550460385109773
-0.483983983983984,0.07743469752218543,0.023449086184588127,0.01647040109144104
-0.482982982982983,0.07574596052009039,0.020661733297369006,0.017968295253347928
-0.481981981981982,0.07396675891614861,0.0177835534119304,0.01900559614931654
-0.48098098098098097,0.07209913765409615,0.014826979568836756,0.019555545550882108
-0.47997997997998,0.07014524382366964,0.011804787167528624,0.019603862881689468
-0.478978978978979,0.06810732427497941,0.008730039268853526,0.019149115403519525
-0.477977977977978,0.06598772312146815,0.005616030648814915,0.018202759849994973
-0.476976976976977,0.0637888791341416,0.0024762308409712374,0.016788854317743008
-0.47597597597597596,0.06151332302987663,0.0006757735906975848,0.014943447647340666
-0.474974974974975,0.05916367465673153,0.003826337303302194,0.012713661767737904
-0.47397397397397395,0.05674264007928921,0.006961814703450485,0.01015649032767399
-0.47297297297297297,0.054253008567173466,0.010068618503793715,0.007337344195557387
-0.471971971971972,0.051697649489986994,0.013133278058726567,0.004328380889914382
-0.47097097097097096,0.04907950912201774,0.01614249723107455,0.001206660540247017
-0.46996996996997,0.046401607360159886,0.019083211543467652,0.0019478245687756307
-0.46896896896896895,0.043667034358592025,0.021942644371007236,0.0050541965625934444
-0.46796796796796797,0.04087894708384301,0.024708361935765165,0.008032762372347232
-0.466966966966967,0.03804056579396305,0.027368326868595104,0.01080705504319016
-0.46596596596596596,0.035155170445604206,0.029910950109676922,0.01330579374961104
-0.464964964964965,0.032226097032894,0.03232514092610558,0.015464712357076292
-0.46396396396396394,0.029256733862050556,0.034600354832692214,0.01722820969600523
-0.46296296296296297,0.02625051776577451,0.03672663921087423,0.01855077923842448
-0.46196196196196193,0.023210930261507744,0.03869467643025605,0.019398181475007503
-0.46096096096096095,0.020141493657715327,0.040495824287744904,0.019748328838248758
-0.45995995995996,0.017045767112406917,0.04212215359047458,0.019591860339876477
-0.45895895895895894,0.013927342648163248,0.04356648272068742,0.018932391001027473
-0.45795795795795796,0.010789841127986586,0.044822409033398763,0.0177864294508402
-0.45695695695695693,0.007636908196332987,0.04588433695097389,0.016182965541621443
-0.45595595595595595,0.004472210189736368,0.046747502632619765,0.014162738260586701
-0.45495495495495497,0.0012994300214492329,0.04740799511120972,0.011777202394291898
-0.45395395395395394,0.0018777369554236097,0.04786277380471743,0.00908722011347006
-0.45295295295295296,0.005055587101806178,0.04810968232481343,0.006161510695979984
-0.4519519519519519,0.008230412659038901,0.04814745852078803,0.0030748978135539135
-0.45095095095095095,0.011398505923233682,0.04797574071284032,9.36009850313852e-05
-0.44994994994994997,0.01455616342305882,0.047595070084868636,0.003262793889610787
-0.44894894894894893,0.017699690096405568,0.04700688922312509,0.006351392005905555
-0.44794794794794796,0.020825403461379642,0.04621353680339082,0.009280091037797266
-0.4469469469469469,0.023929637777075397,0.04521823844563876,0.011973604251647563
-0.44594594594594594,0.027008748189587064,0.04402509377138344,0.014362594691933494
-0.44494494494494496,0.030059114858733315,0.042639059715023145,0.016385457139243928
-0.44394394394394393,0.033077147060978786,0.041065930156379535,0.017989904089874244
-0.44294294294294295,0.03605928726406635,0.03931231195727927,0.019134314995697545
-0.4419419419419419,0.0390020151689006,0.037385597500314754,0.01978881400815979
-0.44094094094094094,0.04190185171424409,0.03529393384283494,0.019936048369285704
-0.43993993993993996,0.044755363039840554,0.03304618861364238,0.01957164721023933
-0.4389389389389389,0.047559164403605116,0.030651912793806805,0.01870434866091714
-0.43793793793793795,0.05030992404857456,0.02812130053632993,0.017355791634939107
-0.4369369369369369,0.053004367015363596,0.025465146192104965,0.015559977217924875
-0.43593593593593594,0.05563927889591819,0.0226947987216158,0.013362413034641476
-0.43493493493493496,0.0582115095244255,0.019822113683087228,0.010818962086898875
-0.4339339339339339,0.06071797660129805,0.016859402998273817,0.007994425131519404
-0.43293293293293295,0.06315566924622075,0.013819382706716102,0.00496089251230625
-0.4319319319319319,0.06552165147631937,0.010715118928041674,0.0017959072961891017
-0.43093093093093093,0.06781306560558546,0.0075599722597517295,0.001419513560870262
-0.42992992992992995,0.07002713556177871,0.004367540844826236,0.00460294960398593
-0.4289289289289289,0.07216117011710108,0.0011516023493957966,0.0076726860047423755
-0.42792792792792794,0.07421256602903846,0.0020739449043523776,0.010549807540120377
-0.4269269269269269,0.07617881108785131,0.005295141400970871,0.013160223856352715
-0.42592592592592593,0.07805748706728857,0.008498026238353006,0.015436574130330031
-0.42492492492492495,0.07984627257521086,0.01166869702445511,0.017319962249559992
-0.4239239239239239,0.08154294580089885,0.014793369609707983,0.01876147789221229
-0.42292292292292294,0.08314538715594069,0.017858437401073898,0.01972346429463377
-0.4219219219219219,0.0846515818056953,0.020850530005092707,0.020180499908559423
-0.4209209209209209,0.08605962208844865,0.023756570949746484,0.02012006841198377
-0.41991991991991995,0.087367709819491,0.026563834238536015,0.019542899462184793
-0.4189189189189189,0.08857415847746619,0.029259999494721523,0.018462970965641857
-0.41791791791791794,0.08967739527046893,0.031833205459287896,0.016907172274262448
-0.4169169169169169,0.0906759630794854,0.03427210161283318,0.014914636380529242
-0.4159159159159159,0.09156852227690768,0.036565897699140704,0.012535757654987717
-0.41491491491491495,0.09235385241797951,0.03870441093673499,0.009830919731446057
-0.4139139139139139,0.09303085380316424,0.040678110714187726,0.006868965592094198
-0.41291291291291293,0.09359854890956254,0.042478160575239385,0.0037254485454399837
-0.4119119119119119,0.09405608368964528,0.04409645731095981,0.0004807084538134199
