x,y,z
-3.0,-1.6130653266331658,0.24846041202545166
-3.0,-1.5829145728643217,0.2495710849761963
-3.0,-1.5527638190954773,0.25069642066955566
-3.0,-1.5226130653266332,0.2518359422683716
-3.0,-1.492462311557789,0.25298893451690674
-3.0,-1.4623115577889447,0.2541545629501343
-3.0,-1.4321608040201006,0.25533199310302734
-3.0,-1.4020100502512562,0.2565206289291382
-3.0,-1.3718592964824121,0.2577195167541504
-3.0,-1.341708542713568,0.25892770290374756
-3.0,-1.3115577889447236,0.26014387607574463
-3.0,-1.2814070351758795,0.26136767864227295
-3.0,-1.2512562814070352,0.2625972032546997
-3.0,-1.221105527638191,0.26383161544799805
-3.0,-1.190954773869347,0.26506972312927246
-3.0,-1.1608040201005025,0.2663099765777588
-3.0,-1.1306532663316584,0.2675513029098511
-3.0,-1.100502512562814,0.26879191398620605
-3.0,-1.07035175879397,0.2700306177139282
-3.0,-1.0402010050251258,0.27126574516296387
-3.0,-1.0100502512562815,0.2724955081939697
-3.0,-0.9798994974874373,0.27371835708618164
-3.0,-0.9497487437185931,0.274932861328125
-3.0,-0.9195979899497488,0.27613699436187744
-3.0,-0.8894472361809046,0.27732861042022705
-3.0,-0.8592964824120604,0.27850639820098877
-3.0,-0.8291457286432162,0.2796682119369507
-3.0,-0.798994974874372,0.2808123826980591
-3.0,-0.7688442211055277,0.2819364070892334
-3.0,-0.7386934673366835,0.2830387353897095
-3.0,-0.7085427135678393,0.2841172218322754
-3.0,-0.678391959798995,0.2851700782775879
-3.0,-0.6482412060301509,0.2861952781677246
-3.0,-0.6180904522613067,0.28719043731689453
-3.0,-0.5879396984924624,0.28815388679504395
-3.0,-0.5577889447236182,0.2890836000442505
-3.0,-0.5276381909547739,0.28997743129730225
-3.0,-0.49748743718592975,0.29083383083343506
-3.0,-0.46733668341708556,0.2916508913040161
-3.0,-0.4371859296482413,0.2924262285232544
-3.0,-0.4070351758793971,0.29315900802612305
-3.0,-0.3768844221105529,0.29384684562683105
-3.0,-0.34673366834170866,0.2944885492324829
-3.0,-0.3165829145728644,0.2950824499130249
-3.0,-0.28643216080402023,0.29562699794769287
-3.0,-0.256281407035176,0.2961210012435913
-3.0,-0.22613065326633178,0.29656338691711426
-3.0,-0.19597989949748756,0.29695284366607666
-3.0,-0.16582914572864332,0.29728853702545166
-3.0,-0.1356783919597991,0.29756975173950195
-3.0,-0.1055276381909549,0.29779529571533203
-3.0,-0.07537688442211068,0.29796504974365234
-3.0,-0.04522613065326646,0.2980785369873047
-3.0,-0.015075376884422238,0.2981353998184204
-3.0,0.015075376884422238,0.2981353998184204
-3.0,0.04522613065326646,0.2980785369873047
-3.0,0.07537688442211068,0.29796504974365234
-3.0,0.1055276381909549,0.29779529571533203
-3.0,0.1356783919597991,0.29756975173950195
-3.0,0.16582914572864332,0.29728853702545166
-3.0,0.19597989949748756,0.29695284366607666
-3.0,0.22613065326633178,0.29656338691711426
-3.0,0.256281407035176,0.2961210012435913
-3.0,0.28643216080402023,0.29562699794769287
-3.0,0.3165829145728644,0.2950824499130249
-3.0,0.34673366834170866,0.2944885492324829
-3.0,0.3768844221105529,0.29384684562683105
-3.0,0.4070351758793971,0.29315900802612305
-3.0,0.4371859296482413,0.2924262285232544
-3.0,0.46733668341708556,0.2916508913040161
-3.0,0.49748743718592975,0.29083383083343506
-3.0,0.5276381909547739,0.28997743129730225
-3.0,0.5577889447236182,0.2890836000442505
-3.0,0.5879396984924624,0.28815388679504395
-3.0,0.6180904522613067,0.28719043731689453
-3.0,0.6482412060301509,0.2861952781677246
-3.0,0.678391959798995,0.2851700782775879
-3.0,0.7085427135678393,0.2841172218322754
-3.0,0.7386934673366835,0.2830387353897095
-3.0,0.7688442211055277,0.2819364070892334
-3.0,0.798994974874372,0.2808123826980591
-3.0,0.8291457286432162,0.2796682119369507
-3.0,0.8592964824120604,0.27850639820098877
-3.0,0.8894472361809046,0.27732861042022705
-3.0,0.9195979899497488,0.27613699436187744
-3.0,0.9497487437185931,0.274932861328125
-3.0,0.9798994974874373,0.27371835708618164
-3.0,1.0100502512562815,0.2724955081939697
-3.0,1.0402010050251258,0.27126574516296387
-3.0,1.07035175879397,0.2700306177139282
-3.0,1.100502512562814,0.26879191398620605
-3.0,1.1306532663316584,0.2675513029098511
-3.0,1.1608040201005025,0.2663099765777588
-3.0,1.190954773869347,0.26506972312927246
-3.0,1.221105527638191,0.26383161544799805
-3.0,1.2512562814070352,0.2625972032546997
-3.0,1.2814070351758795,0.26136767864227295
-3.0,1.3115577889447236,0.26014387607574463
-3.0,1.341708542713568,0.25892770290374756
-3.0,1.3718592964824121,0.2577195167541504
-3.0,1.4020100502512562,0.2565206289291382
-3.0,1.4321608040201006,0.25533199310302734
-3.0,1.4623115577889447,0.2541545629501343
-3.0,1.492462311557789,0.25298893451690674
-3.0,1.5226130653266332,0.2518359422683716
-3.0,1.5527638190954773,0.25069642066955566
-3.0,1.5829145728643217,0.2495710849761963
-3.0,1.6130653266331658,0.24846041202545166
-3.0,1.6432160804020102,0.24736487865447998
-3.0,1.6733668341708543,0.2462853193283081
-3.0,1.7035175879396987,0.24522197246551514
-3.0,1.7336683417085428,0.24417543411254883
-3.0,1.763819095477387,0.24314582347869873
-3.0,1.7939698492462313,0.2421337366104126
-3.0,1.8241206030150754,0.24113917350769043
-3.0,1.8542713567839197,0.24016273021697998
-3.0,1.8844221105527639,0.23920440673828125
-3.0,1.914572864321608,0.23826444149017334
-3.0,1.9447236180904524,0.2373429536819458
-3.0,1.9748743718592965,0.23644018173217773
-3.0,2.0050251256281406,0.23555636405944824
-3.0,2.035175879396985,0.23469102382659912
-3.0,2.0653266331658293,0.23384475708007812
-3.0,2.0954773869346734,0.2330172061920166
-3.0,2.1256281407035176,0.2322087287902832
-3.0,2.1557788944723617,0.23141908645629883
-3.0,2.1859296482412063,0.23064804077148438
-3.0,2.2160804020100504,0.22989583015441895
-3.0,2.2462311557788945,0.229162335395813
-3.0,2.2763819095477387,0.2284473180770874
-3.0,2.306532663316583,0.22775042057037354
-3.0,2.3366834170854274,0.2270721197128296
-3.0,2.3668341708542715,0.22641193866729736
-3.0,2.3969849246231156,0.22576940059661865
-3.0,2.4271356783919598,0.2251451015472412
-3.0,2.457286432160804,0.22453796863555908
-3.0,2.4874371859296485,0.22394847869873047
-3.0,2.5175879396984926,0.22337627410888672
-3.0,2.5477386934673367,0.22282099723815918
-3.0,2.577889447236181,0.2222825288772583
-3.0,2.608040201005025,0.22176063060760498
-3.0,2.6381909547738696,0.22125506401062012
-3.0,2.6683417085427137,0.22076547145843506
-3.0,2.698492462311558,0.2202920913696289
-3.0,2.728643216080402,0.21983397006988525
-3.0,2.758793969849246,0.2193915843963623
-3.0,2.7889447236180906,0.21896421909332275
-3.0,2.819095477386935,0.2185516357421875
-3.0,2.849246231155779,0.21815383434295654
-3.0,2.879396984924623,0.21777033805847168
-3.0,2.909547738693467,0.21740126609802246
-3.0,2.9396984924623117,0.21704578399658203
-3.0,2.969849246231156,0.2167041301727295
-3.0,3.0,0.21637582778930664
-2.969849246231156,-3.0,0.21516144275665283
-2.969849246231156,-2.969849246231156,0.21548140048980713
-2.969849246231156,-2.9396984924623117,0.21581506729125977
-2.969849246231156,-2.909547738693467,0.2161623239517212
-2.969849246231156,-2.879396984924623,0.21652352809906006
-2.969849246231156,-2.849246231155779,0.21689927577972412
-2.969849246231156,-2.819095477386935,0.21728968620300293
-2.969849246231156,-2.7889447236180906,0.21769464015960693
-2.969849246231156,-2.758793969849246,0.21811485290527344
-2.969849246231156,-2.728643216080402,0.21855056285858154
-2.969849246231156,-2.698492462311558,0.21900177001953125
-2.969849246231156,-2.6683417085427137,0.2194688320159912
-2.969849246231156,-2.6381909547738696,0.21995198726654053
-2.969849246231156,-2.608040201005025,0.22045159339904785
-2.969849246231156,-2.577889447236181,0.22096800804138184
-2.969849246231156,-2.5477386934673367,0.22150111198425293
-2.969849246231156,-2.5175879396984926,0.22205138206481934
-2.969849246231156,-2.4874371859296485,0.2226189374923706
-2.969849246231156,-2.457286432160804,0.22320401668548584
-2.969849246231156,-2.4271356783919598,0.2238069772720337
-2.969849246231156,-2.3969849246231156,0.2244279384613037
-2.969849246231156,-2.3668341708542715,0.225067138671875
-2.969849246231156,-2.3366834170854274,0.2257246971130371
-2.969849246231156,-2.306532663316583,0.2264007329940796
-2.969849246231156,-2.2763819095477387,0.2270956039428711
-2.969849246231156,-2.2462311557788945,0.22780930995941162
-2.969849246231156,-2.2160804020100504,0.22854208946228027
-2.969849246231156,-2.1859296482412063,0.2292940616607666
-2.969849246231156,-2.1557788944723617,0.2300652265548706
-2.969849246231156,-2.1256281407035176,0.23085570335388184
-2.969849246231156,-2.0954773869346734,0.23166561126708984
-2.969849246231156,-2.0653266331658293,0.23249506950378418
-2.969849246231156,-2.035175879396985,0.2333439588546753
-2.969849246231156,-2.0050251256281406,0.23421239852905273
-2.969849246231156,-1.9748743718592965,0.2351001501083374
-2.969849246231156,-1.9447236180904524,0.23600757122039795
-2.969849246231156,-1.914572864321608,0.23693430423736572
-2.969849246231156,-1.8844221105527639,0.23788034915924072
-2.969849246231156,-1.8542713567839197,0.23884546756744385
-2.969849246231156,-1.8241206030150754,0.239829421043396
-2.969849246231156,-1.7939698492462313,0.24083232879638672
-2.969849246231156,-1.763819095477387,0.24185359477996826
-2.969849246231156,-1.7336683417085428,0.24289321899414062
-2.969849246231156,-1.7035175879396987,0.24395060539245605
-2.969849246231156,-1.6733668341708543,0.245025634765625
-2.969849246231156,-1.6432160804020102,0.2461177110671997
-2.969849246231156,-1.6130653266331658,0.24722659587860107
-2.969849246231156,-1.5829145728643217,0.2483515739440918
-2.969849246231156,-1.5527638190954773,0.24949204921722412
-2.969849246231156,-1.5226130653266332,0.25064778327941895
-2.969849246231156,-1.492462311557789,0.2518177032470703
-2.969849246231156,-1.4623115577889447,0.25300133228302
-2.969849246231156,-1.4321608040201006,0.25419771671295166
-2.969849246231156,-1.4020100502512562,0.25540614128112793
-2.969849246231156,-1.3718592964824121,0.2566256523132324
-2.969849246231156,-1.341708542713568,0.2578554153442383
-2.969849246231156,-1.3115577889447236,0.25909423828125
-2.969849246231156,-1.2814070351758795,0.2603412866592407
-2.969849246231156,-1.2512562814070352,0.2615950107574463
-2.969849246231156,-1.221105527638191,0.26285457611083984
-2.969849246231156,-1.190954773869347,0.2641185522079468
-2.969849246231156,-1.1608040201005025,0.2653855085372925
-2.969849246231156,-1.1306532663316584,0.26665425300598145
-2.969849246231156,-1.100502512562814,0.2679229974746704
-2.969849246231156,-1.07035175879397,0.26919054985046387
-2.969849246231156,-1.0402010050251258,0.270455002784729
-2.969849246231156,-1.0100502512562815,0.27171480655670166
-2.969849246231156,-0.9798994974874373,0.2729684114456177
-2.969849246231156,-0.9497487437185931,0.2742137908935547
-2.969849246231156,-0.9195979899497488,0.275449275970459
-2.969849246231156,-0.8894472361809046,0.27667272090911865
-2.969849246231156,-0.8592964824120604,0.27788257598876953
-2.969849246231156,-0.8291457286432162,0.27907657623291016
-2.969849246231156,-0.798994974874372,0.2802528142929077
-2.969849246231156,-0.7688442211055277,0.28140926361083984
-2.969849246231156,-0.7386934673366835,0.28254377841949463
-2.969849246231156,-0.7085427135678393,0.2836545705795288
-2.969849246231156,-0.678391959798995,0.28473901748657227
-2.969849246231156,-0.6482412060301509,0.2857954502105713
-2.969849246231156,-0.6180904522613067,0.2868216037750244
-2.969849246231156,-0.5879396984924624,0.2878154516220093
-2.969849246231156,-0.5577889447236182,0.28877460956573486
-2.969849246231156,-0.5276381909547739,0.289697527885437
-2.969849246231156,-0.49748743718592975,0.29058194160461426
-2.969849246231156,-0.46733668341708556,0.2914259433746338
-2.969849246231156,-0.4371859296482413,0.29222750663757324
-2.969849246231156,-0.4070351758793971,0.29298484325408936
-2.969849246231156,-0.3768844221105529,0.2936960458755493
-2.969849246231156,-0.34673366834170866,0.2943596839904785
-2.969849246231156,-0.3165829145728644,0.29497408866882324
-2.969849246231156,-0.28643216080402023,0.29553771018981934
-2.969849246231156,-0.256281407035176,0.2960491180419922
-2.969849246231156,-0.22613065326633178,0.2965068817138672
-2.969849246231156,-0.19597989949748756,0.29691028594970703
-2.969849246231156,-0.16582914572864332,0.2972579002380371
-2.969849246231156,-0.1356783919597991,0.2975490093231201
-2.969849246231156,-0.1055276381909549,0.2977827787399292
-2.969849246231156,-0.07537688442211068,0.29795873165130615
-2.969849246231156,-0.04522613065326646,0.2980762720108032
-2.969849246231156,-0.015075376884422238,0.2981351613998413
-2.969849246231156,0.015075376884422238,0.2981351613998413
-2.969849246231156,0.04522613065326646,0.2980762720108032
-2.969849246231156,0.07537688442211068,0.29795873165130615
-2.969849246231156,0.1055276381909549,0.2977827787399292
-2.969849246231156,0.1356783919597991,0.2975490093231201
-2.969849246231156,0.16582914572864332,0.2972579002380371
-2.969849246231156,0.19597989949748756,0.29691028594970703
-2.969849246231156,0.22613065326633178,0.2965068817138672
-2.969849246231156,0.256281407035176,0.2960491180419922
-2.969849246231156,0.28643216080402023,0.29553771018981934
-2.969849246231156,0.3165829145728644,0.29497408866882324
-2.969849246231156,0.34673366834170866,0.2943596839904785
-2.969849246231156,0.3768844221105529,0.2936960458755493
-2.969849246231156,0.4070351758793971,0.29298484325408936
-2.969849246231156,0.4371859296482413,0.29222750663757324
-2.969849246231156,0.46733668341708556,0.2914259433746338
-2.969849246231156,0.49748743718592975,0.29058194160461426
-2.969849246231156,0.5276381909547739,0.289697527885437
-2.969849246231156,0.5577889447236182,0.28877460956573486
-2.969849246231156,0.5879396984924624,0.2878154516220093
-2.969849246231156,0.6180904522613067,0.2868216037750244
-2.969849246231156,0.6482412060301509,0.2857954502105713
-2.969849246231156,0.678391959798995,0.28473901748657227
-2.969849246231156,0.7085427135678393,0.2836545705795288
-2.969849246231156,0.7386934673366835,0.28254377841949463
-2.969849246231156,0.7688442211055277,0.28140926361083984
-2.969849246231156,0.798994974874372,0.2802528142929077
-2.969849246231156,0.8291457286432162,0.27907657623291016
-2.969849246231156,0.8592964824120604,0.27788257598876953
-2.969849246231156,0.8894472361809046,0.27667272090911865
-2.969849246231156,0.9195979899497488,0.275449275970459
-2.969849246231156,0.9497487437185931,0.2742137908935547
-2.969849246231156,0.9798994974874373,0.2729684114456177
-2.969849246231156,1.0100502512562815,0.27171480655670166
-2.969849246231156,1.0402010050251258,0.270455002784729
-2.969849246231156,1.07035175879397,0.26919054985046387
-2.969849246231156,1.100502512562814,0.2679229974746704
-2.969849246231156,1.1306532663316584,0.26665425300598145
-2.969849246231156,1.1608040201005025,0.2653855085372925
-2.969849246231156,1.190954773869347,0.2641185522079468
-2.969849246231156,1.221105527638191,0.26285457611083984
-2.969849246231156,1.2512562814070352,0.2615950107574463
-2.969849246231156,1.2814070351758795,0.2603412866592407
-2.969849246231156,1.3115577889447236,0.25909423828125
-2.969849246231156,1.341708542713568,0.2578554153442383
-2.969849246231156,1.3718592964824121,0.2566256523132324
-2.969849246231156,1.4020100502512562,0.25540614128112793
-2.969849246231156,1.4321608040201006,0.25419771671295166
-2.969849246231156,1.4623115577889447,0.25300133228302
-2.969849246231156,1.492462311557789,0.2518177032470703
-2.969849246231156,1.5226130653266332,0.25064778327941895
-2.969849246231156,1.5527638190954773,0.24949204921722412
-2.969849246231156,1.5829145728643217,0.2483515739440918
-2.969849246231156,1.6130653266331658,0.24722659587860107
-2.969849246231156,1.6432160804020102,0.2461177110671997
-2.969849246231156,1.6733668341708543,0.245025634765625
-2.969849246231156,1.7035175879396987,0.24395060539245605
-2.969849246231156,1.7336683417085428,0.24289321899414062
-2.969849246231156,1.763819095477387,0.24185359477996826
-2.969849246231156,1.7939698492462313,0.24083232879638672
-2.969849246231156,1.8241206030150754,0.239829421043396
-2.969849246231156,1.8542713567839197,0.23884546756744385
-2.969849246231156,1.8844221105527639,0.23788034915924072
-2.969849246231156,1.914572864321608,0.23693430423736572
-2.969849246231156,1.9447236180904524,0.23600757122039795
-2.969849246231156,1.9748743718592965,0.2351001501083374
-2.969849246231156,2.0050251256281406,0.23421239852905273
-2.969849246231156,2.035175879396985,0.2333439588546753
-2.969849246231156,2.0653266331658293,0.23249506950378418
-2.969849246231156,2.0954773869346734,0.23166561126708984
-2.969849246231156,2.1256281407035176,0.23085570335388184
-2.969849246231156,2.1557788944723617,0.2300652265548706
-2.969849246231156,2.1859296482412063,0.2292940616607666
-2.969849246231156,2.2160804020100504,0.22854208946228027
-2.969849246231156,2.2462311557788945,0.22780930995941162
-2.969849246231156,2.2763819095477387,0.2270956039428711
-2.969849246231156,2.306532663316583,0.2264007329940796
-2.969849246231156,2.3366834170854274,0.2257246971130371
-2.969849246231156,2.3668341708542715,0.225067138671875
-2.969849246231156,2.3969849246231156,0.2244279384613037
-2.969849246231156,2.4271356783919598,0.2238069772720337
-2.969849246231156,2.457286432160804,0.22320401668548584
-2.969849246231156,2.4874371859296485,0.2226189374923706
-2.969849246231156,2.5175879396984926,0.22205138206481934
-2.969849246231156,2.5477386934673367,0.22150111198425293
-2.969849246231156,2.577889447236181,0.22096800804138184
-2.969849246231156,2.608040201005025,0.22045159339904785
-2.969849246231156,2.6381909547738696,0.21995198726654053
-2.969849246231156,2.6683417085427137,0.2194688320159912
-2.969849246231156,2.698492462311558,0.21900177001953125
-2.969849246231156,2.728643216080402,0.21855056285858154
-2.969849246231156,2.758793969849246,0.21811485290527344
-2.969849246231156,2.7889447236180906,0.21769464015960693
-2.969849246231156,2.819095477386935,0.21728968620300293
-2.969849246231156,2.849246231155779,0.21689927577972412
-2.969849246231156,2.879396984924623,0.21652352809906006
-2.969849246231156,2.909547738693467,0.2161623239517212
-2.969849246231156,2.9396984924623117,0.21581506729125977
-2.969849246231156,2.969849246231156,0.21548140048980713
-2.969849246231156,3.0,0.21516144275665283
-2.9396984924623117,-3.0,0.21393072605133057
-2.9396984924623117,-2.969849246231156,0.21424198150634766
-2.9396984924623117,-2.9396984924623117,0.21456682682037354
-2.9396984924623117,-2.909547738693467,0.21490561962127686
-2.9396984924623117,-2.879396984924623,0.21525859832763672
-2.9396984924623117,-2.849246231155779,0.21562612056732178
-2.9396984924623117,-2.819095477386935,0.21600830554962158
-2.9396984924623117,-2.7889447236180906,0.2164057493209839
-2.9396984924623117,-2.758793969849246,0.2168182134628296
-2.9396984924623117,-2.728643216080402,0.21724629402160645
-2.9396984924623117,-2.698492462311558,0.2176903486251831
-2.9396984924623117,-2.6683417085427137,0.21815061569213867
-2.9396984924623117,-2.6381909547738696,0.21862709522247314
-2.9396984924623117,-2.608040201005025,0.21912038326263428
-2.9396984924623117,-2.577889447236181,0.21963036060333252
-2.9396984924623117,-2.5477386934673367,0.22015762329101562
-2.9396984924623117,-2.5175879396984926,0.22070229053497314
-2.9396984924623117,-2.4874371859296485,0.22126483917236328
-2.9396984924623117,-2.457286432160804,0.22184514999389648
-2.9396984924623117,-2.4271356783919598,0.2224435806274414
-2.9396984924623117,-2.3969849246231156,0.22306036949157715
-2.9396984924623117,-2.3668341708542715,0.22369587421417236
-2.9396984924623117,-2.3366834170854274,0.22435009479522705
-2.9396984924623117,-2.306532663316583,0.22502338886260986
-2.9396984924623117,-2.2763819095477387,0.22571587562561035
-2.9396984924623117,-2.2462311557788945,0.22642779350280762
-2.9396984924623117,-2.2160804020100504,0.2271590232849121
-2.9396984924623117,-2.1859296482412063,0.22791004180908203
-2.9396984924623117,-2.1557788944723617,0.22868096828460693
-2.9396984924623117,-2.1256281407035176,0.22947168350219727
-2.9396984924623117,-2.0954773869346734,0.23028254508972168
-2.9396984924623117,-2.0653266331658293,0.23111343383789062
-2.9396984924623117,-2.035175879396985,0.23196446895599365
-2.9396984924623117,-2.0050251256281406,0.23283565044403076
-2.9396984924623117,-1.9748743718592965,0.2337270975112915
-2.9396984924623117,-1.9447236180904524,0.23463857173919678
-2.9396984924623117,-1.914572864321608,0.23557019233703613
-2.9396984924623117,-1.8844221105527639,0.23652184009552002
-2.9396984924623117,-1.8542713567839197,0.23749327659606934
-2.9396984924623117,-1.8241206030150754,0.23848462104797363
-2.9396984924623117,-1.7939698492462313,0.23949527740478516
-2.9396984924623117,-1.763819095477387,0.240525484085083
-2.9396984924623117,-1.7336683417085428,0.24157488346099854
-2.9396984924623117,-1.7035175879396987,0.24264287948608398
-2.9396984924623117,-1.6733668341708543,0.24372923374176025
-2.9396984924623117,-1.6432160804020102,0.24483370780944824
-2.9396984924623117,-1.6130653266331658,0.2459557056427002
-2.9396984924623117,-1.5829145728643217,0.24709486961364746
-2.9396984924623117,-1.5527638190954773,0.24825060367584229
-2.9396984924623117,-1.5226130653266332,0.24942219257354736
-2.9396984924623117,-1.492462311557789,0.2506091594696045
-2.9396984924623117,-1.4623115577889447,0.25181055068969727
-2.9396984924623117,-1.4321608040201006,0.25302600860595703
-2.9396984924623117,-1.4020100502512562,0.2542543411254883
-2.9396984924623117,-1.3718592964824121,0.25549471378326416
-2.9396984924623117,-1.341708542713568,0.25674617290496826
-2.9396984924623117,-1.3115577889447236,0.25800788402557373
-2.9396984924623117,-1.2814070351758795,0.2592785358428955
-2.9396984924623117,-1.2512562814070352,0.26055681705474854
-2.9396984924623117,-1.221105527638191,0.26184189319610596
-2.9396984924623117,-1.190954773869347,0.2631322145462036
-2.9396984924623117,-1.1608040201005025,0.2644263505935669
-2.9396984924623117,-1.1306532663316584,0.2657231092453003
-2.9396984924623117,-1.100502512562814,0.26702070236206055
-2.9396984924623117,-1.07035175879397,0.2683175802230835
-2.9396984924623117,-1.0402010050251258,0.26961231231689453
-2.9396984924623117,-1.0100502512562815,0.27090299129486084
-2.9396984924623117,-0.9798994974874373,0.2721879482269287
-2.9396984924623117,-0.9497487437185931,0.27346527576446533
-2.9396984924623117,-0.9195979899497488,0.27473294734954834
-2.9396984924623117,-0.8894472361809046,0.2759894132614136
-2.9396984924623117,-0.8592964824120604,0.27723228931427
-2.9396984924623117,-0.8291457286432162,0.2784595489501953
-2.9396984924623117,-0.798994974874372,0.27966904640197754
-2.9396984924623117,-0.7688442211055277,0.28085899353027344
-2.9396984924623117,-0.7386934673366835,0.282027006149292
-2.9396984924623117,-0.7085427135678393,0.28317081928253174
-2.9396984924623117,-0.678391959798995,0.2842884063720703
-2.9396984924623117,-0.6482412060301509,0.28537750244140625
-2.9396984924623117,-0.6180904522613067,0.2864358425140381
-2.9396984924623117,-0.5879396984924624,0.2874612808227539
-2.9396984924623117,-0.5577889447236182,0.28845155239105225
-2.9396984924623117,-0.5276381909547739,0.2894045114517212
-2.9396984924623117,-0.49748743718592975,0.29031825065612793
-2.9396984924623117,-0.46733668341708556,0.29119014739990234
-2.9396984924623117,-0.4371859296482413,0.2920188903808594
-2.9396984924623117,-0.4070351758793971,0.29280197620391846
-2.9396984924623117,-0.3768844221105529,0.29353785514831543
-2.9396984924623117,-0.34673366834170866,0.29422450065612793
-2.9396984924623117,-0.3165829145728644,0.2948606014251709
-2.9396984924623117,-0.28643216080402023,0.29544389247894287
-2.9396984924623117,-0.256281407035176,0.295973539352417
-2.9396984924623117,-0.22613065326633178,0.29644787311553955
-2.9396984924623117,-0.19597989949748756,0.29686546325683594
-2.9396984924623117,-0.16582914572864332,0.2972257137298584
-2.9396984924623117,-0.1356783919597991,0.2975274324417114
-2.9396984924623117,-0.1055276381909549,0.2977696657180786
-2.9396984924623117,-0.07537688442211068,0.29795193672180176
-2.9396984924623117,-0.04522613065326646,0.2980738878250122
-2.9396984924623117,-0.015075376884422238,0.29813480377197266
-2.9396984924623117,0.015075376884422238,0.29813480377197266
-2.9396984924623117,0.04522613065326646,0.2980738878250122
-2.9396984924623117,0.07537688442211068,0.29795193672180176
-2.9396984924623117,0.1055276381909549,0.2977696657180786
-2.9396984924623117,0.1356783919597991,0.2975274324417114
-2.9396984924623117,0.16582914572864332,0.2972257137298584
-2.9396984924623117,0.19597989949748756,0.29686546325683594
-2.9396984924623117,0.22613065326633178,0.29644787311553955
-2.9396984924623117,0.256281407035176,0.295973539352417
-2.9396984924623117,0.28643216080402023,0.29544389247894287
-2.9396984924623117,0.3165829145728644,0.2948606014251709
-2.9396984924623117,0.34673366834170866,0.29422450065612793
-2.9396984924623117,0.3768844221105529,0.29353785514831543
-2.9396984924623117,0.4070351758793971,0.29280197620391846
-2.9396984924623117,0.4371859296482413,0.2920188903808594
-2.9396984924623117,0.46733668341708556,0.29119014739990234
-2.9396984924623117,0.49748743718592975,0.29031825065612793
-2.9396984924623117,0.5276381909547739,0.2894045114517212
-2.9396984924623117,0.5577889447236182,0.28845155239105225
-2.9396984924623117,0.5879396984924624,0.2874612808227539
-2.9396984924623117,0.6180904522613067,0.2864358425140381
-2.9396984924623117,0.6482412060301509,0.28537750244140625
-2.9396984924623117,0.678391959798995,0.2842884063720703
-2.9396984924623117,0.7085427135678393,0.28317081928253174
-2.9396984924623117,0.7386934673366835,0.282027006149292
-2.9396984924623117,0.7688442211055277,0.28085899353027344
-2.9396984924623117,0.798994974874372,0.27966904640197754
-2.9396984924623117,0.8291457286432162,0.2784595489501953
-2.9396984924623117,0.8592964824120604,0.27723228931427
-2.9396984924623117,0.8894472361809046,0.2759894132614136
-2.9396984924623117,0.9195979899497488,0.27473294734954834
-2.9396984924623117,0.9497487437185931,0.27346527576446533
-2.9396984924623117,0.9798994974874373,0.2721879482269287
-2.9396984924623117,1.0100502512562815,0.27090299129486084
-2.9396984924623117,1.0402010050251258,0.26961231231689453
-2.9396984924623117,1.07035175879397,0.2683175802230835
-2.9396984924623117,1.100502512562814,0.26702070236206055
-2.9396984924623117,1.1306532663316584,0.2657231092453003
